read_name_str,read_lengths,mapping_qualities,avg_base_qualities,mode_base_qualities,median_base_qualities,num_overlap_aligned_bases,fraction_overlap_aligned,num_nones,fraction_nones,num_inserts,fraction_inserts,num_mismatches,fraction_mismatches,num_ambiguous
5661f05c-ed60-41c8-baa1-9c9a6bad4054,6860,60,12.594314868804664,6,10.0,6140,0.9446153846153846,375,0.05466472303206997,359,0.052332361516034986,319,0.04650145772594752,0
fb6cbf1f-a592-463d-81cc-6bc100eabb95,6871,60,17.41827972638626,8,17.0,6285,0.9669230769230769,224,0.03260078591180323,227,0.033037403580264885,249,0.036239266482316984,0
d8ca58e4-5a2d-496a-a84d-351f425656c2,1675,60,15.217910447761193,6,13.0,1313,0.202,50,0.029850746268656716,71,0.042388059701492536,69,0.04119402985074627,0
459e60d9-4267-439a-a07d-2c582c4b022a,6870,60,22.58296943231441,29,25.0,6378,0.9812307692307692,127,0.018486171761280933,116,0.016885007278020378,93,0.013537117903930132,0
b7aa18d5-c35a-413a-a531-0d221cdbe970,6693,60,15.582250112057373,6,14.0,6131,0.9432307692307692,394,0.05886747347975497,209,0.031226654713880173,314,0.046914686986403706,0
d3ce8fa9-fb4c-4b81-928b-28da427ce803,4354,60,20.90606338998622,28,22.0,3947,0.6072307692307692,89,0.020440973817179606,108,0.02480477721635278,53,0.012172714745062011,0
e8087b63-4ea3-451a-b028-eda5a6a98b20,6919,60,23.223587223587224,28,25.0,6424,0.9883076923076923,79,0.011417834947246712,117,0.016909958086428676,55,0.00794912559618442,0
c5f65ef2-40c8-4156-9c4d-8ba98af1dfc4,6794,60,18.563291139240505,29,19.0,6245,0.9607692307692308,261,0.03841624963202826,174,0.02561083308801884,223,0.0328230791875184,0
22621172-5a99-46e6-a9dc-156862b429cc,6887,60,22.056628430376072,27,24.0,6368,0.9796923076923076,137,0.019892551183388993,143,0.020763757804559316,75,0.010890082764629012,0
7c6183da-d929-4073-b45e-3f9d6b081ef9,3871,60,19.004133298889176,27,20.0,3464,0.5329230769230769,149,0.03849134590545079,112,0.028933092224231464,86,0.02221648152932059,0
4dc6423e-0c98-4957-8d37-a27ba2bc8a6a,6747,60,16.24396027864236,5,15.0,6191,0.9524615384615385,322,0.047724914776937896,202,0.02993923225137098,268,0.03972135764043278,0
75f4c2ce-7894-45c7-acf4-c44bdf2e82fe,1641,60,18.702620353443024,7,19.0,1249,0.19215384615384615,23,0.014015843997562462,96,0.05850091407678245,36,0.021937842778793418,0
19e74851-cbf0-48a4-b362-97f5cc3bb0ce,6907,60,20.365571159693065,26,22.0,6378,0.9812307692307692,128,0.01853192413493557,154,0.02229622122484436,107,0.015491530331547706,0
fb8c1d8c-bae8-4925-8ce9-7d842c6d1012,6857,60,21.796849934373633,28,24.0,6401,0.9847692307692307,102,0.014875309902289632,95,0.013854455301152107,84,0.012250255213650285,0
860ab078-3f8c-431f-af59-1a4153b17090,6875,60,21.715927272727274,28,24.0,6387,0.9826153846153847,116,0.016872727272727272,112,0.016290909090909092,82,0.011927272727272727,0
8901bf65-5f7c-4905-b5c0-7d7c3be74fcb,6903,60,20.475300593944663,28,22.0,6374,0.9806153846153847,132,0.01912212081703607,156,0.022598870056497175,95,0.013762132406200204,0
43ba94c2-0bf1-4b3c-8ef6-578918a933a3,6877,60,23.21346517376763,28,25.0,6421,0.9878461538461538,81,0.011778391740584556,79,0.011487567253162717,61,0.008870146866366148,0
40c51c93-d0ef-470c-b39f-d8bf276387fc,6783,60,18.61182367683916,28,20.0,6256,0.9624615384615385,264,0.038920831490490936,168,0.02476780185758514,196,0.02889576883384933,0
4535b80d-849d-4de2-870b-fd5602beb980,6892,60,23.210388856645388,28,26.0,6408,0.9858461538461538,100,0.014509576320371444,113,0.016395821242019732,49,0.007109692396982008,0
d5712983-4667-438d-9a08-b3b3b27cffec,6868,60,24.1100757134537,29,26.0,6436,0.9901538461538462,66,0.00960978450786255,55,0.008008153756552125,54,0.00786255096097845,0
41217844-2c52-4b58-972c-f82ded844b70,6868,60,20.43782760629004,29,22.0,6352,0.9772307692307692,160,0.023296447291788,149,0.021694816540477578,114,0.016598718695398952,0
2853b4fa-97cf-48f8-adf8-4b9dee52556d,6943,60,23.22396658504969,29,26.0,6423,0.9881538461538462,83,0.011954486533198905,147,0.02117240386000288,71,0.01022612703442316,0
7656d35e-c11c-450b-a9a3-ca30834d5a17,6846,60,19.835962605901255,28,22.0,6324,0.9729230769230769,187,0.027315220566754308,154,0.022494887525562373,210,0.03067484662576687,0
d052eab2-fa95-4380-97f2-97ec2725a731,6872,60,20.358265424912688,29,22.5,6328,0.9735384615384616,181,0.026338766006984867,174,0.02532013969732247,157,0.022846332945285215,0
4317e1f0-5d5a-4463-aa3b-f1635d3de843,6821,60,22.74651810584958,28,26.0,6362,0.9787692307692307,139,0.020378243659287493,81,0.011875091628793431,83,0.012168303767775985,0
e50b47b4-6d37-459b-8587-cd7d9cc83e39,6359,60,16.76317030979714,6,16.0,5928,0.912,351,0.05519735807516905,142,0.02233055511872936,265,0.041673219059600565,0
310f5ef5-6f3e-42e9-91c3-2663190be1e1,6677,60,12.703609405421597,5,10.0,6040,0.9292307692307692,482,0.0721881084319305,280,0.041935000748839296,488,0.07308671559083421,0
015445db-83e2-49cb-9205-ae0d1cc35b5d,6864,60,24.575611888111887,30,27.0,6415,0.9869230769230769,88,0.01282051282051282,76,0.011072261072261072,65,0.00946969696969697,0
